Date,ABBOTINDIA.NS,ALKEM.NS,AUROPHARMA.NS,BIOCON.NS,CIPLA.NS,DIVISLAB.NS,DRREDDY.NS,GLAND.NS,GLAXO.NS,GLENMARK.NS,GRANULES.NS,IPCALAB.NS,LAURUSLABS.NS,LUPIN.NS,NATCOPHARM.NS,PFIZER.NS,SANOFI.NS,SUNPHARMA.NS,TORNTPHARM.NS,ZYDUSLIFE.NS
2025-09-24,30195.0,5576.0,1090.9000244140625,358.95001220703125,1538.0,5984.0,1298.0999755859375,1977.800048828125,2746.39990234375,2016.024169921875,530.7999877929688,1348.4000244140625,909.75,1990.9000244140625,854.2000122070312,5005.0,4989.0,1627.0999755859375,3614.60009765625,1036.0
2025-09-25,30195.0,5508.0,1097.0,355.95001220703125,1509.699951171875,5897.0,1275.199951171875,1972.800048828125,2738.199951171875,2028.1087646484375,530.1500244140625,1350.5,896.3499755859375,1963.5,842.2999877929688,4977.0,4881.0,1627.4000244140625,3531.60009765625,1019.25
2025-09-26,29740.0,5433.0,1090.0,338.8999938964844,1499.4000244140625,5689.5,1253.0999755859375,1958.0999755859375,2672.39990234375,1969.18408203125,515.9000244140625,1371.199951171875,832.2999877929688,1919.800048828125,820.75,4931.0,4748.5,1586.699951171875,3561.0,975.0
2025-09-29,29665.0,5409.0,1089.5,340.1499938964844,1488.0,5697.5,1234.5999755859375,1998.0,2662.89990234375,1955.7012939453125,514.5999755859375,1317.0,840.9500122070312,1933.199951171875,795.4000244140625,4905.5,4705.5,1589.300048828125,3586.60009765625,992.0999755859375
2025-09-30,29290.0,5425.0,1083.9000244140625,341.0,1503.300048828125,5689.5,1223.699951171875,1991.5999755859375,2659.699951171875,1950.208251953125,517.0,1339.0,841.7999877929688,1911.300048828125,795.5499877929688,5036.0,4650.0,1594.300048828125,3603.199951171875,981.9000244140625
2025-10-01,29890.0,5459.5,1086.0,346.45001220703125,1513.0,5710.0,1244.699951171875,1981.5999755859375,2697.199951171875,1956.699951171875,542.6500244140625,1327.300048828125,872.0,1981.300048828125,806.5499877929688,5151.0,4704.7998046875,1636.199951171875,3567.10009765625,991.1500244140625
2025-10-03,29965.0,5442.0,1093.300048828125,352.25,1517.699951171875,5866.0,1248.0999755859375,1951.4000244140625,2745.800048828125,1980.199951171875,557.2999877929688,1313.0999755859375,864.4000244140625,1973.5999755859375,822.5499877929688,5222.5,4709.60009765625,1631.199951171875,3514.699951171875,988.2999877929688
2025-10-06,30020.0,5494.0,1096.5,347.75,1513.0999755859375,5826.5,1248.5999755859375,1939.5999755859375,2732.300048828125,1971.199951171875,552.7000122070312,1323.199951171875,863.0,1937.300048828125,815.1500244140625,5223.5,4776.7998046875,1654.699951171875,3526.0,994.6500244140625
2025-10-07,29825.0,5492.0,1090.0999755859375,347.79998779296875,1513.300048828125,6104.5,1248.5,1940.300048828125,2740.39990234375,1962.5999755859375,555.9000244140625,1359.800048828125,863.4000244140625,1924.800048828125,811.4000244140625,5223.0,4741.39990234375,1653.0999755859375,3536.89990234375,987.9000244140625
2025-10-08,29925.0,5493.5,1070.800048828125,349.0,1494.5999755859375,6120.5,1234.5,1957.0,2729.60009765625,1929.300048828125,548.75,1352.0999755859375,853.8499755859375,1905.5999755859375,809.0,5188.0,4733.7001953125,1631.5999755859375,3569.0,985.9500122070312
2025-10-09,29690.0,5480.5,1119.9000244140625,352.5,1513.0999755859375,6132.0,1246.0999755859375,1952.800048828125,2761.0,1935.5999755859375,566.1500244140625,1339.5,865.0999755859375,1957.5999755859375,813.5499877929688,5266.5,4713.39990234375,1658.5,3550.5,994.4500122070312
2025-10-10,30130.0,5454.5,1130.300048828125,353.45001220703125,1561.800048828125,6474.5,1264.4000244140625,1923.4000244140625,2767.39990234375,1939.300048828125,568.5499877929688,1334.5,876.75,1959.300048828125,845.7999877929688,5333.0,4698.89990234375,1670.9000244140625,3532.800048828125,993.4500122070312
2025-10-13,29995.0,5492.5,1136.800048828125,349.3999938964844,1563.5999755859375,6556.0,1262.4000244140625,1928.5999755859375,2750.5,1909.5999755859375,564.0,1323.5,874.2999877929688,1972.4000244140625,839.7999877929688,5529.5,4704.39990234375,1668.4000244140625,3518.199951171875,995.5
2025-10-14,30095.0,5493.0,1124.800048828125,351.8500061035156,1552.300048828125,6561.0,1237.300048828125,1920.800048828125,2763.60009765625,1892.800048828125,570.0,1306.0999755859375,877.9500122070312,1937.300048828125,809.7000122070312,5390.0,4726.2001953125,1654.4000244140625,3522.0,979.25
